Date	"Time, GMT+00:00"	"Temp, °C()"
8/19/2010	15:15:00	12.268
8/19/2010	15:45:00	12.34
8/19/2010	16:15:00	13.161
8/19/2010	16:45:00	13.449
8/19/2010	17:15:00	13.714
8/19/2010	17:45:00	13.016
8/19/2010	18:15:00	12.678
8/19/2010	18:45:00	13.137
8/19/2010	19:15:00	13.064
8/19/2010	19:45:00	13.088
8/19/2010	20:15:00	12.751
8/19/2010	20:45:00	13.377
8/19/2010	21:15:00	13.064
8/19/2010	21:45:00	13.161
8/19/2010	22:15:00	13.064
8/19/2010	22:45:00	13.04
8/19/2010	23:15:00	12.92
8/19/2010	23:45:00	13.185
8/20/2010	0:15:00	13.112
8/20/2010	0:45:00	13.305
8/20/2010	1:15:00	13.425
8/20/2010	1:45:00	13.546
8/20/2010	2:15:00	13.714
8/20/2010	2:45:00	13.786
8/20/2010	3:15:00	14.122
8/20/2010	3:45:00	14.122
8/20/2010	4:15:00	13.906
8/20/2010	4:45:00	13.738
8/20/2010	5:15:00	13.546
8/20/2010	5:45:00	13.281
8/20/2010	6:15:00	14.266
8/20/2010	6:45:00	14.194
8/20/2010	7:15:00	14.673
8/20/2010	7:45:00	13.209
8/20/2010	8:15:00	12.871
8/20/2010	8:45:00	12.509
8/20/2010	9:15:00	12.316
8/20/2010	9:45:00	12.268
8/20/2010	10:15:00	12.316
8/20/2010	10:45:00	12.437
8/20/2010	11:15:00	12.775
8/20/2010	11:45:00	13.137
8/20/2010	12:15:00	13.064
8/20/2010	12:45:00	12.92
8/20/2010	13:15:00	13.04
8/20/2010	13:45:00	12.727
8/20/2010	14:15:00	12.558
8/20/2010	14:45:00	13.57
8/20/2010	15:15:00	13.906
8/20/2010	15:45:00	13.209
8/20/2010	16:15:00	13.161
8/20/2010	16:45:00	13.522
8/20/2010	17:15:00	13.497
8/20/2010	17:45:00	14.266
8/20/2010	18:15:00	14.96
8/20/2010	18:45:00	15.39
8/20/2010	19:15:00	15.605
8/20/2010	19:45:00	15.461
8/20/2010	20:15:00	15.342
8/20/2010	20:45:00	15.199
8/20/2010	21:15:00	15.223
8/20/2010	21:45:00	15.223
8/20/2010	22:15:00	15.247
8/20/2010	22:45:00	15.223
8/20/2010	23:15:00	15.031
8/20/2010	23:45:00	15.127
8/21/2010	0:15:00	14.912
8/21/2010	0:45:00	14.314
8/21/2010	1:15:00	14.218
8/21/2010	1:45:00	13.93
8/21/2010	2:15:00	14.026
8/21/2010	2:45:00	13.69
8/21/2010	3:15:00	14.266
8/21/2010	3:45:00	14.409
8/21/2010	4:15:00	14.673
8/21/2010	4:45:00	14.697
8/21/2010	5:15:00	14.697
8/21/2010	5:45:00	14.146
8/21/2010	6:15:00	13.834
8/21/2010	6:45:00	13.305
8/21/2010	7:15:00	12.944
8/21/2010	7:45:00	13.064
8/21/2010	8:15:00	12.606
8/21/2010	8:45:00	12.195
8/21/2010	9:15:00	12.485
8/21/2010	9:45:00	12.34
8/21/2010	10:15:00	12.219
8/21/2010	10:45:00	12.05
8/21/2010	11:15:00	12.485
8/21/2010	11:45:00	12.485
8/21/2010	12:15:00	12.703
8/21/2010	12:45:00	12.509
8/21/2010	13:15:00	12.437
8/21/2010	13:45:00	12.219
8/21/2010	14:15:00	12.461
8/21/2010	14:45:00	12.461
8/21/2010	15:15:00	12.509
8/21/2010	15:45:00	12.268
8/21/2010	16:15:00	11.977
8/21/2010	16:45:00	12.171
8/21/2010	17:15:00	12.122
8/21/2010	17:45:00	11.929
8/21/2010	18:15:00	11.929
8/21/2010	18:45:00	12.074
8/21/2010	19:15:00	11.88
8/21/2010	19:45:00	11.856
8/21/2010	20:15:00	12.001
8/21/2010	20:45:00	12.34
8/21/2010	21:15:00	12.92
8/21/2010	21:45:00	13.112
8/21/2010	22:15:00	13.257
8/21/2010	22:45:00	13.377
8/21/2010	23:15:00	13.449
8/21/2010	23:45:00	13.69
8/22/2010	0:15:00	13.666
8/22/2010	0:45:00	13.618
8/22/2010	1:15:00	13.642
8/22/2010	1:45:00	13.497
8/22/2010	2:15:00	14.002
8/22/2010	2:45:00	13.978
8/22/2010	3:15:00	13.858
8/22/2010	3:45:00	12.775
8/22/2010	4:15:00	11.54
8/22/2010	4:45:00	11.419
8/22/2010	5:15:00	11.565
8/22/2010	5:45:00	12.001
8/22/2010	6:15:00	12.389
8/22/2010	6:45:00	12.316
8/22/2010	7:15:00	12.34
8/22/2010	7:45:00	11.953
8/22/2010	8:15:00	11.832
8/22/2010	8:45:00	11.783
8/22/2010	9:15:00	11.904
8/22/2010	9:45:00	11.88
8/22/2010	10:15:00	11.637
8/22/2010	10:45:00	11.589
8/22/2010	11:15:00	11.589
8/22/2010	11:45:00	11.419
8/22/2010	12:15:00	11.492
8/22/2010	12:45:00	11.37
8/22/2010	13:15:00	11.175
8/22/2010	13:45:00	11.102
8/22/2010	14:15:00	11.346
8/22/2010	14:45:00	11.419
8/22/2010	15:15:00	11.686
8/22/2010	15:45:00	11.759
8/22/2010	16:15:00	12.195
8/22/2010	16:45:00	12.316
8/22/2010	17:15:00	12.147
8/22/2010	17:45:00	12.34
8/22/2010	18:15:00	12.534
8/22/2010	18:45:00	12.413
8/22/2010	19:15:00	12.34
8/22/2010	19:45:00	12.147
8/22/2010	20:15:00	12.243
8/22/2010	20:45:00	12.292
8/22/2010	21:15:00	12.268
8/22/2010	21:45:00	12.243
8/22/2010	22:15:00	12.606
8/22/2010	22:45:00	12.823
8/22/2010	23:15:00	12.485
8/22/2010	23:45:00	12.171
8/23/2010	0:15:00	11.637
8/23/2010	0:45:00	11.443
8/23/2010	1:15:00	11.37
8/23/2010	1:45:00	11.321
8/23/2010	2:15:00	11.807
8/23/2010	2:45:00	11.783
8/23/2010	3:15:00	11.613
8/23/2010	3:45:00	11.662
8/23/2010	4:15:00	11.613
8/23/2010	4:45:00	11.662
8/23/2010	5:15:00	11.637
8/23/2010	5:45:00	11.565
8/23/2010	6:15:00	11.637
8/23/2010	6:45:00	11.856
8/23/2010	7:15:00	12.05
8/23/2010	7:45:00	12.025
8/23/2010	8:15:00	12.001
8/23/2010	8:45:00	12.074
8/23/2010	9:15:00	12.316
8/23/2010	9:45:00	12.34
8/23/2010	10:15:00	12.558
8/23/2010	10:45:00	12.461
8/23/2010	11:15:00	12.461
8/23/2010	11:45:00	12.389
8/23/2010	12:15:00	12.582
8/23/2010	12:45:00	13.69
8/23/2010	13:15:00	13.353
8/23/2010	13:45:00	12.799
8/23/2010	14:15:00	12.606
8/23/2010	14:45:00	12.437
8/23/2010	15:15:00	12.509
8/23/2010	15:45:00	12.703
8/23/2010	16:15:00	12.968
8/23/2010	16:45:00	12.871
8/23/2010	17:15:00	12.968
8/23/2010	17:45:00	12.703
8/23/2010	18:15:00	13.016
8/23/2010	18:45:00	13.329
8/23/2010	19:15:00	13.618
8/23/2010	19:45:00	13.642
8/23/2010	20:15:00	13.954
8/23/2010	20:45:00	14.098
8/23/2010	21:15:00	14.098
8/23/2010	21:45:00	14.05
8/23/2010	22:15:00	14.146
8/23/2010	22:45:00	14.337
8/23/2010	23:15:00	14.361
8/23/2010	23:45:00	14.266
8/24/2010	0:15:00	14.314
8/24/2010	0:45:00	14.337
8/24/2010	1:15:00	14.361
8/24/2010	1:45:00	14.218
8/24/2010	2:15:00	13.329
8/24/2010	2:45:00	13.353
8/24/2010	3:15:00	12.34
8/24/2010	3:45:00	12.437
8/24/2010	4:15:00	12.05
8/24/2010	4:45:00	11.953
8/24/2010	5:15:00	11.953
8/24/2010	5:45:00	12.074
8/24/2010	6:15:00	11.953
8/24/2010	6:45:00	12.147
8/24/2010	7:15:00	12.219
8/24/2010	7:45:00	12.316
8/24/2010	8:15:00	12.219
8/24/2010	8:45:00	12.074
8/24/2010	9:15:00	12.098
8/24/2010	9:45:00	12.34
8/24/2010	10:15:00	12.823
8/24/2010	10:45:00	12.968
8/24/2010	11:15:00	13.04
8/24/2010	11:45:00	13.449
8/24/2010	12:15:00	14.05
8/24/2010	12:45:00	13.642
8/24/2010	13:15:00	13.016
8/24/2010	13:45:00	12.775
8/24/2010	14:15:00	12.823
8/24/2010	14:45:00	12.437
8/24/2010	15:15:00	12.316
8/24/2010	15:45:00	12.461
8/24/2010	16:15:00	13.209
8/24/2010	16:45:00	13.449
8/24/2010	17:15:00	13.449
8/24/2010	17:45:00	13.497
8/24/2010	18:15:00	13.642
8/24/2010	18:45:00	13.69
8/24/2010	19:15:00	13.642
8/24/2010	19:45:00	13.546
8/24/2010	20:15:00	13.786
8/24/2010	20:45:00	14.026
8/24/2010	21:15:00	13.858
8/24/2010	21:45:00	13.906
8/24/2010	22:15:00	13.978
8/24/2010	22:45:00	13.546
8/24/2010	23:15:00	13.57
8/24/2010	23:45:00	12.485
8/25/2010	0:15:00	11.759
8/25/2010	0:45:00	11.662
8/25/2010	1:15:00	11.613
8/25/2010	1:45:00	11.71
8/25/2010	2:15:00	11.734
8/25/2010	2:45:00	11.759
8/25/2010	3:15:00	11.759
8/25/2010	3:45:00	11.807
8/25/2010	4:15:00	11.88
8/25/2010	4:45:00	11.953
8/25/2010	5:15:00	12.001
8/25/2010	5:45:00	12.05
8/25/2010	6:15:00	12.098
8/25/2010	6:45:00	12.074
8/25/2010	7:15:00	12.05
8/25/2010	7:45:00	11.929
8/25/2010	8:15:00	11.904
8/25/2010	8:45:00	11.832
8/25/2010	9:15:00	11.88
8/25/2010	9:45:00	11.88
8/25/2010	10:15:00	11.88
8/25/2010	10:45:00	11.929
8/25/2010	11:15:00	11.904
8/25/2010	11:45:00	11.929
8/25/2010	12:15:00	11.856
8/25/2010	12:45:00	11.929
8/25/2010	13:15:00	11.953
8/25/2010	13:45:00	12.147
8/25/2010	14:15:00	12.437
8/25/2010	14:45:00	12.147
8/25/2010	15:15:00	12.243
8/25/2010	15:45:00	12.364
8/25/2010	16:15:00	12.001
8/25/2010	16:45:00	11.88
8/25/2010	17:15:00	11.637
8/25/2010	17:45:00	11.783
8/25/2010	18:15:00	12.05
8/25/2010	18:45:00	12.582
8/25/2010	19:15:00	12.727
8/25/2010	19:45:00	12.871
8/25/2010	20:15:00	12.413
8/25/2010	20:45:00	12.534
8/25/2010	21:15:00	12.823
8/25/2010	21:45:00	12.654
8/25/2010	22:15:00	12.871
8/25/2010	22:45:00	13.04
8/25/2010	23:15:00	12.63
8/25/2010	23:45:00	12.461
8/26/2010	0:15:00	12.63
8/26/2010	0:45:00	12.92
8/26/2010	1:15:00	13.281
8/26/2010	1:45:00	13.016
8/26/2010	2:15:00	12.703
8/26/2010	2:45:00	12.292
8/26/2010	3:15:00	11.856
8/26/2010	3:45:00	11.783
8/26/2010	4:15:00	11.807
8/26/2010	4:45:00	11.662
8/26/2010	5:15:00	11.467
8/26/2010	5:45:00	11.394
8/26/2010	6:15:00	11.321
8/26/2010	6:45:00	11.297
8/26/2010	7:15:00	11.467
8/26/2010	7:45:00	11.686
8/26/2010	8:15:00	11.783
8/26/2010	8:45:00	11.686
8/26/2010	9:15:00	11.637
8/26/2010	9:45:00	11.759
8/26/2010	10:15:00	11.832
8/26/2010	10:45:00	11.807
8/26/2010	11:15:00	11.904
8/26/2010	11:45:00	11.832
8/26/2010	12:15:00	11.759
8/26/2010	12:45:00	11.734
8/26/2010	13:15:00	11.759
8/26/2010	13:45:00	11.662
8/26/2010	14:15:00	12.025
8/26/2010	14:45:00	12.847
8/26/2010	15:15:00	12.968
8/26/2010	15:45:00	12.896
8/26/2010	16:15:00	12.654
8/26/2010	16:45:00	12.847
8/26/2010	17:15:00	12.92
8/26/2010	17:45:00	13.088
8/26/2010	18:15:00	13.04
8/26/2010	18:45:00	12.727
8/26/2010	19:15:00	12.896
8/26/2010	19:45:00	13.161
8/26/2010	20:15:00	13.257
8/26/2010	20:45:00	13.401
8/26/2010	21:15:00	13.594
8/26/2010	21:45:00	13.594
8/26/2010	22:15:00	13.257
8/26/2010	22:45:00	13.185
8/26/2010	23:15:00	13.233
8/26/2010	23:45:00	12.968
8/27/2010	0:15:00	12.896
8/27/2010	0:45:00	12.654
8/27/2010	1:15:00	12.63
8/27/2010	1:45:00	12.63
8/27/2010	2:15:00	12.316
8/27/2010	2:45:00	11.977
8/27/2010	3:15:00	11.637
8/27/2010	3:45:00	11.565
8/27/2010	4:15:00	11.565
8/27/2010	4:45:00	11.565
8/27/2010	5:15:00	11.589
8/27/2010	5:45:00	11.686
8/27/2010	6:15:00	11.759
8/27/2010	6:45:00	11.71
8/27/2010	7:15:00	11.71
8/27/2010	7:45:00	11.613
8/27/2010	8:15:00	11.589
8/27/2010	8:45:00	11.565
8/27/2010	9:15:00	11.88
8/27/2010	9:45:00	12.05
8/27/2010	10:15:00	12.243
8/27/2010	10:45:00	12.461
8/27/2010	11:15:00	12.582
8/27/2010	11:45:00	12.534
8/27/2010	12:15:00	12.799
8/27/2010	12:45:00	13.04
8/27/2010	13:15:00	13.04
8/27/2010	13:45:00	13.497
8/27/2010	14:15:00	13.522
8/27/2010	14:45:00	13.546
8/27/2010	15:15:00	13.522
8/27/2010	15:45:00	13.497
8/27/2010	16:15:00	13.401
8/27/2010	16:45:00	13.233
8/27/2010	17:15:00	13.112
8/27/2010	17:45:00	13.161
8/27/2010	18:15:00	13.137
8/27/2010	18:45:00	13.064
8/27/2010	19:15:00	13.112
8/27/2010	19:45:00	13.112
8/27/2010	20:15:00	13.209
8/27/2010	20:45:00	13.233
8/27/2010	21:15:00	13.233
8/27/2010	21:45:00	13.257
8/27/2010	22:15:00	13.305
8/27/2010	22:45:00	13.353
8/27/2010	23:15:00	13.401
8/27/2010	23:45:00	13.497
8/28/2010	0:15:00	13.546
8/28/2010	0:45:00	13.618
8/28/2010	1:15:00	13.618
8/28/2010	1:45:00	13.642
8/28/2010	2:15:00	13.594
8/28/2010	2:45:00	13.522
8/28/2010	3:15:00	13.473
8/28/2010	3:45:00	13.449
8/28/2010	4:15:00	13.401
8/28/2010	4:45:00	13.401
8/28/2010	5:15:00	13.353
8/28/2010	5:45:00	13.377
8/28/2010	6:15:00	13.425
8/28/2010	6:45:00	13.425
8/28/2010	7:15:00	13.329
8/28/2010	7:45:00	13.209
8/28/2010	8:15:00	13.257
8/28/2010	8:45:00	13.257
8/28/2010	9:15:00	13.425
8/28/2010	9:45:00	13.978
8/28/2010	10:15:00	13.642
8/28/2010	10:45:00	13.353
8/28/2010	11:15:00	12.896
8/28/2010	11:45:00	12.92
8/28/2010	12:15:00	13.185
8/28/2010	12:45:00	13.618
8/28/2010	13:15:00	13.858
8/28/2010	13:45:00	13.81
8/28/2010	14:15:00	13.714
8/28/2010	14:45:00	13.449
8/28/2010	15:15:00	13.497
8/28/2010	15:45:00	13.401
8/28/2010	16:15:00	13.978
8/28/2010	16:45:00	13.81
8/28/2010	17:15:00	13.762
8/28/2010	17:45:00	13.594
8/28/2010	18:15:00	13.473
8/28/2010	18:45:00	13.425
8/28/2010	19:15:00	13.425
8/28/2010	19:45:00	13.401
8/28/2010	20:15:00	13.353
8/28/2010	20:45:00	13.401
8/28/2010	21:15:00	13.449
8/28/2010	21:45:00	13.546
8/28/2010	22:15:00	13.594
8/28/2010	22:45:00	13.353
8/28/2010	23:15:00	13.449
8/28/2010	23:45:00	13.666
8/29/2010	0:15:00	13.93
8/29/2010	0:45:00	13.954
8/29/2010	1:15:00	13.954
8/29/2010	1:45:00	14.098
8/29/2010	2:15:00	14.194
8/29/2010	2:45:00	14.194
8/29/2010	3:15:00	14.146
8/29/2010	3:45:00	13.882
8/29/2010	4:15:00	13.954
8/29/2010	4:45:00	13.786
8/29/2010	5:15:00	13.642
8/29/2010	5:45:00	13.57
8/29/2010	6:15:00	13.57
8/29/2010	6:45:00	13.546
8/29/2010	7:15:00	13.714
8/29/2010	7:45:00	13.81
8/29/2010	8:15:00	13.786
8/29/2010	8:45:00	13.69
8/29/2010	9:15:00	13.473
8/29/2010	9:45:00	13.401
8/29/2010	10:15:00	13.401
8/29/2010	10:45:00	13.449
8/29/2010	11:15:00	13.497
8/29/2010	11:45:00	13.497
8/29/2010	12:15:00	13.642
8/29/2010	12:45:00	13.762
8/29/2010	13:15:00	13.906
8/29/2010	13:45:00	14.074
8/29/2010	14:15:00	14.361
8/29/2010	14:45:00	14.194
8/29/2010	15:15:00	14.17
8/29/2010	15:45:00	14.409
8/29/2010	16:15:00	14.002
8/29/2010	16:45:00	14.026
8/29/2010	17:15:00	14.002
8/29/2010	17:45:00	13.906
8/29/2010	18:15:00	13.546
8/29/2010	18:45:00	13.497
8/29/2010	19:15:00	13.449
8/29/2010	19:45:00	13.425
8/29/2010	20:15:00	13.329
8/29/2010	20:45:00	13.377
8/29/2010	21:15:00	13.497
8/29/2010	21:45:00	13.473
8/29/2010	22:15:00	13.69
8/29/2010	22:45:00	14.074
8/29/2010	23:15:00	14.266
8/29/2010	23:45:00	14.457
8/30/2010	0:15:00	14.697
8/30/2010	0:45:00	14.768
8/30/2010	1:15:00	14.84
8/30/2010	1:45:00	14.96
8/30/2010	2:15:00	15.031
8/30/2010	2:45:00	15.199
8/30/2010	3:15:00	15.199
8/30/2010	3:45:00	15.103
8/30/2010	4:15:00	14.864
8/30/2010	4:45:00	14.984
8/30/2010	5:15:00	14.864
8/30/2010	5:45:00	14.888
8/30/2010	6:15:00	14.146
8/30/2010	6:45:00	14.457
8/30/2010	7:15:00	14.601
8/30/2010	7:45:00	13.594
8/30/2010	8:15:00	13.497
8/30/2010	8:45:00	12.896
8/30/2010	9:15:00	12.558
8/30/2010	9:45:00	12.413
8/30/2010	10:15:00	12.292
8/30/2010	10:45:00	12.413
8/30/2010	11:15:00	12.389
8/30/2010	11:45:00	12.268
8/30/2010	12:15:00	12.316
8/30/2010	12:45:00	12.413
8/30/2010	13:15:00	12.485
8/30/2010	13:45:00	12.437
8/30/2010	14:15:00	12.437
8/30/2010	14:45:00	12.437
8/30/2010	15:15:00	12.413
8/30/2010	15:45:00	12.485
8/30/2010	16:15:00	12.847
8/30/2010	16:45:00	13.666
8/30/2010	17:15:00	13.281
8/30/2010	17:45:00	12.847
8/30/2010	18:15:00	13.786
8/30/2010	18:45:00	13.858
8/30/2010	19:15:00	13.906
8/30/2010	19:45:00	13.546
8/30/2010	20:15:00	13.305
8/30/2010	20:45:00	13.473
8/30/2010	21:15:00	13.57
8/30/2010	21:45:00	13.786
8/30/2010	22:15:00	14.002
8/30/2010	22:45:00	14.026
8/30/2010	23:15:00	13.978
8/30/2010	23:45:00	14.194
8/31/2010	0:15:00	14.385
8/31/2010	0:45:00	14.577
8/31/2010	1:15:00	14.433
8/31/2010	1:45:00	14.409
8/31/2010	2:15:00	14.457
8/31/2010	2:45:00	14.529
8/31/2010	3:15:00	14.745
8/31/2010	3:45:00	14.481
8/31/2010	4:15:00	14.409
8/31/2010	4:45:00	14.433
8/31/2010	5:15:00	14.457
8/31/2010	5:45:00	14.553
8/31/2010	6:15:00	14.625
8/31/2010	6:45:00	14.553
8/31/2010	7:15:00	14.577
8/31/2010	7:45:00	14.553
8/31/2010	8:15:00	14.553
8/31/2010	8:45:00	14.577
8/31/2010	9:15:00	14.529
8/31/2010	9:45:00	14.601
8/31/2010	10:15:00	14.505
8/31/2010	10:45:00	14.529
8/31/2010	11:15:00	14.505
8/31/2010	11:45:00	14.577
8/31/2010	12:15:00	14.84
8/31/2010	12:45:00	14.912
8/31/2010	13:15:00	14.984
8/31/2010	13:45:00	14.984
8/31/2010	14:15:00	14.936
8/31/2010	14:45:00	14.816
8/31/2010	15:15:00	14.96
8/31/2010	15:45:00	14.792
8/31/2010	16:15:00	14.816
8/31/2010	16:45:00	14.888
8/31/2010	17:15:00	14.984
8/31/2010	17:45:00	14.912
8/31/2010	18:15:00	14.577
8/31/2010	18:45:00	14.529
8/31/2010	19:15:00	14.601
8/31/2010	19:45:00	14.505
8/31/2010	20:15:00	14.553
8/31/2010	20:45:00	14.721
8/31/2010	21:15:00	14.625
8/31/2010	21:45:00	14.409
8/31/2010	22:15:00	14.409
8/31/2010	22:45:00	14.122
8/31/2010	23:15:00	13.906
8/31/2010	23:45:00	13.57
9/1/2010	0:15:00	13.666
9/1/2010	0:45:00	13.882
9/1/2010	1:15:00	14.05
9/1/2010	1:45:00	14.05
9/1/2010	2:15:00	13.954
9/1/2010	2:45:00	13.906
9/1/2010	3:15:00	13.858
9/1/2010	3:45:00	13.834
9/1/2010	4:15:00	13.906
9/1/2010	4:45:00	13.93
9/1/2010	5:15:00	14.002
9/1/2010	5:45:00	14.122
9/1/2010	6:15:00	13.882
9/1/2010	6:45:00	13.834
9/1/2010	7:15:00	13.666
9/1/2010	7:45:00	13.642
9/1/2010	8:15:00	14.098
9/1/2010	8:45:00	14.385
9/1/2010	9:15:00	14.337
9/1/2010	9:45:00	14.29
9/1/2010	10:15:00	14.529
9/1/2010	10:45:00	14.481
9/1/2010	11:15:00	14.505
9/1/2010	11:45:00	14.505
9/1/2010	12:15:00	14.409
9/1/2010	12:45:00	14.481
9/1/2010	13:15:00	14.529
9/1/2010	13:45:00	14.529
9/1/2010	14:15:00	14.529
9/1/2010	14:45:00	14.721
9/1/2010	15:15:00	14.792
9/1/2010	15:45:00	14.745
9/1/2010	16:15:00	14.792
9/1/2010	16:45:00	14.816
9/1/2010	17:15:00	14.84
9/1/2010	17:45:00	14.888
9/1/2010	18:15:00	14.888
9/1/2010	18:45:00	14.864
9/1/2010	19:15:00	14.864
9/1/2010	19:45:00	14.912
9/1/2010	20:15:00	14.96
9/1/2010	20:45:00	14.984
9/1/2010	21:15:00	14.96
9/1/2010	21:45:00	14.888
9/1/2010	22:15:00	14.745
9/1/2010	22:45:00	14.649
9/1/2010	23:15:00	14.745
9/1/2010	23:45:00	14.745
9/2/2010	0:15:00	14.601
9/2/2010	0:45:00	14.17
9/2/2010	1:15:00	14.074
9/2/2010	1:45:00	13.906
9/2/2010	2:15:00	13.425
9/2/2010	2:45:00	12.944
9/2/2010	3:15:00	12.389
9/2/2010	3:45:00	12.268
9/2/2010	4:15:00	12.001
9/2/2010	4:45:00	11.832
9/2/2010	5:15:00	11.734
9/2/2010	5:45:00	11.686
9/2/2010	6:15:00	11.662
9/2/2010	6:45:00	11.637
9/2/2010	7:15:00	11.71
9/2/2010	7:45:00	11.71
9/2/2010	8:15:00	11.54
9/2/2010	8:45:00	11.71
9/2/2010	9:15:00	11.856
9/2/2010	9:45:00	11.832
9/2/2010	10:15:00	11.904
9/2/2010	10:45:00	11.565
9/2/2010	11:15:00	11.637
9/2/2010	11:45:00	11.613
9/2/2010	12:15:00	11.637
9/2/2010	12:45:00	11.904
9/2/2010	13:15:00	12.389
9/2/2010	13:45:00	12.34
9/2/2010	14:15:00	12.582
9/2/2010	14:45:00	14.026
9/2/2010	15:15:00	14.721
9/2/2010	15:45:00	14.601
9/2/2010	16:15:00	14.816
9/2/2010	16:45:00	15.199
9/2/2010	17:15:00	15.366
9/2/2010	17:45:00	15.438
9/2/2010	18:15:00	15.461
9/2/2010	18:45:00	15.414
9/2/2010	19:15:00	15.294
9/2/2010	19:45:00	15.199
9/2/2010	20:15:00	15.127
9/2/2010	20:45:00	14.864
9/2/2010	21:15:00	14.912
9/2/2010	21:45:00	14.745
9/2/2010	22:15:00	14.601
9/2/2010	22:45:00	13.954
9/2/2010	23:15:00	13.834
9/2/2010	23:45:00	13.834
9/3/2010	0:15:00	13.401
9/3/2010	0:45:00	13.377
9/3/2010	1:15:00	13.137
9/3/2010	1:45:00	13.137
9/3/2010	2:15:00	13.088
9/3/2010	2:45:00	12.654
9/3/2010	3:15:00	12.485
9/3/2010	3:45:00	12.582
9/3/2010	4:15:00	12.654
9/3/2010	4:45:00	12.534
9/3/2010	5:15:00	12.871
9/3/2010	5:45:00	12.968
9/3/2010	6:15:00	13.016
9/3/2010	6:45:00	12.823
9/3/2010	7:15:00	12.63
9/3/2010	7:45:00	12.534
9/3/2010	8:15:00	12.509
9/3/2010	8:45:00	12.654
9/3/2010	9:15:00	12.703
9/3/2010	9:45:00	12.968
9/3/2010	10:15:00	13.088
9/3/2010	10:45:00	13.738
9/3/2010	11:15:00	13.81
9/3/2010	11:45:00	13.762
9/3/2010	12:15:00	13.353
9/3/2010	12:45:00	13.377
9/3/2010	13:15:00	13.786
9/3/2010	13:45:00	14.026
9/3/2010	14:15:00	14.218
9/3/2010	14:45:00	14.433
9/3/2010	15:15:00	14.146
9/3/2010	15:45:00	13.69
9/3/2010	16:15:00	13.666
9/3/2010	16:45:00	13.546
9/3/2010	17:15:00	13.497
9/3/2010	17:45:00	13.666
9/3/2010	18:15:00	13.618
9/3/2010	18:45:00	13.57
9/3/2010	19:15:00	13.666
9/3/2010	19:45:00	13.69
9/3/2010	20:15:00	13.594
9/3/2010	20:45:00	13.738
9/3/2010	21:15:00	13.666
9/3/2010	21:45:00	13.137
9/3/2010	22:15:00	13.473
9/3/2010	22:45:00	13.329
9/3/2010	23:15:00	13.377
9/3/2010	23:45:00	13.305
9/4/2010	0:15:00	13.112
9/4/2010	0:45:00	12.92
9/4/2010	1:15:00	12.558
9/4/2010	1:45:00	12.823
9/4/2010	2:15:00	12.871
9/4/2010	2:45:00	12.703
9/4/2010	3:15:00	12.968
9/4/2010	3:45:00	13.834
9/4/2010	4:15:00	14.002
9/4/2010	4:45:00	13.81
9/4/2010	5:15:00	13.666
9/4/2010	5:45:00	13.666
9/4/2010	6:15:00	13.546
9/4/2010	6:45:00	13.738
9/4/2010	7:15:00	13.834
9/4/2010	7:45:00	13.81
9/4/2010	8:15:00	13.834
9/4/2010	8:45:00	13.93
9/4/2010	9:15:00	14.05
9/4/2010	9:45:00	14.122
9/4/2010	10:15:00	14.266
9/4/2010	10:45:00	14.385
9/4/2010	11:15:00	14.481
9/4/2010	11:45:00	14.433
9/4/2010	12:15:00	14.337
9/4/2010	12:45:00	14.385
9/4/2010	13:15:00	14.457
9/4/2010	13:45:00	14.505
9/4/2010	14:15:00	14.457
9/4/2010	14:45:00	14.481
9/4/2010	15:15:00	14.481
9/4/2010	15:45:00	14.553
9/4/2010	16:15:00	14.553
9/4/2010	16:45:00	14.577
9/4/2010	17:15:00	14.601
9/4/2010	17:45:00	14.625
9/4/2010	18:15:00	14.649
9/4/2010	18:45:00	14.697
9/4/2010	19:15:00	14.673
9/4/2010	19:45:00	14.673
9/4/2010	20:15:00	14.745
9/4/2010	20:45:00	14.768
9/4/2010	21:15:00	15.008
9/4/2010	21:45:00	15.079
9/4/2010	22:15:00	15.103
9/4/2010	22:45:00	15.103
9/4/2010	23:15:00	15.031
9/4/2010	23:45:00	14.84
9/5/2010	0:15:00	14.745
9/5/2010	0:45:00	14.673
9/5/2010	1:15:00	14.625
9/5/2010	1:45:00	14.577
9/5/2010	2:15:00	14.481
9/5/2010	2:45:00	14.433
9/5/2010	3:15:00	14.409
9/5/2010	3:45:00	14.361
9/5/2010	4:15:00	14.266
9/5/2010	4:45:00	14.409
9/5/2010	5:15:00	14.361
9/5/2010	5:45:00	14.337
9/5/2010	6:15:00	14.314
9/5/2010	6:45:00	14.314
9/5/2010	7:15:00	14.314
9/5/2010	7:45:00	14.29
9/5/2010	8:15:00	14.361
9/5/2010	8:45:00	14.337
9/5/2010	9:15:00	14.074
9/5/2010	9:45:00	13.738
9/5/2010	10:15:00	13.738
9/5/2010	10:45:00	13.906
9/5/2010	11:15:00	13.738
9/5/2010	11:45:00	13.522
9/5/2010	12:15:00	13.473
9/5/2010	12:45:00	13.594
9/5/2010	13:15:00	13.738
9/5/2010	13:45:00	13.786
9/5/2010	14:15:00	12.847
9/5/2010	14:45:00	12.992
9/5/2010	15:15:00	13.04
9/5/2010	15:45:00	13.016
9/5/2010	16:15:00	12.847
9/5/2010	16:45:00	12.703
9/5/2010	17:15:00	12.558
9/5/2010	17:45:00	12.485
