"Date","Time, GMT+00:00","Temp, °C"
07/17/17,12:15:00,21.748
07/17/17,12:45:00,21.772
07/17/17,13:15:00,21.748
07/17/17,13:45:00,21.748
07/17/17,14:15:00,21.795
07/17/17,14:45:00,21.652
07/17/17,15:15:00,21.056
07/17/17,15:45:00,20.746
07/17/17,16:15:00,20.817
07/17/17,16:45:00,20.746
07/17/17,17:15:00,20.793
07/17/17,17:45:00,21.294
07/17/17,18:15:00,22.082
07/17/17,18:45:00,22.729
07/17/17,19:15:00,23.400
07/17/17,19:45:00,24.026
07/17/17,20:15:00,24.484
07/17/17,20:45:00,25.016
07/17/17,21:15:00,25.307
07/17/17,21:45:00,25.550
07/17/17,22:15:00,26.304
07/17/17,22:45:00,25.914
07/17/17,23:15:00,25.089
07/17/17,23:45:00,24.388
07/18/17,00:15:00,23.905
07/18/17,00:45:00,23.545
07/18/17,01:15:00,23.208
07/18/17,01:45:00,22.920
07/18/17,02:15:00,22.681
07/18/17,02:45:00,22.489
07/18/17,03:15:00,22.345
07/18/17,03:45:00,22.226
07/18/17,04:15:00,22.130
07/18/17,04:45:00,22.058
07/18/17,05:15:00,21.987
07/18/17,05:45:00,21.939
07/18/17,06:15:00,21.891
07/18/17,06:45:00,21.867
07/18/17,07:15:00,21.843
07/18/17,07:45:00,21.843
07/18/17,08:15:00,21.795
07/18/17,08:45:00,21.795
07/18/17,09:15:00,21.795
07/18/17,09:45:00,21.795
07/18/17,10:15:00,21.772
07/18/17,10:45:00,21.795
07/18/17,11:15:00,21.772
07/18/17,11:45:00,21.772
07/18/17,12:15:00,21.772
07/18/17,12:45:00,21.772
07/18/17,13:15:00,21.772
07/18/17,13:45:00,21.772
07/18/17,14:15:00,21.748
07/18/17,14:45:00,21.246
07/18/17,15:15:00,20.793
07/18/17,15:45:00,20.412
07/18/17,16:15:00,20.174
07/18/17,16:45:00,21.485
07/18/17,17:15:00,24.171
07/18/17,17:45:00,25.501
07/18/17,18:15:00,25.113
07/18/17,18:45:00,25.453
07/18/17,19:15:00,26.182
07/18/17,19:45:00,25.793
07/18/17,20:15:00,24.871
07/18/17,20:45:00,23.641
07/18/17,21:15:00,22.657
07/18/17,21:45:00,22.417
07/18/17,22:15:00,22.657
07/18/17,22:45:00,22.011
07/18/17,23:15:00,21.604
07/18/17,23:45:00,21.390
07/19/17,00:15:00,21.270
07/19/17,00:45:00,21.270
07/19/17,01:15:00,21.318
07/19/17,01:45:00,21.461
07/19/17,02:15:00,21.604
07/19/17,02:45:00,21.628
07/19/17,03:15:00,21.581
07/19/17,03:45:00,21.485
07/19/17,04:15:00,21.342
07/19/17,04:45:00,21.223
07/19/17,05:15:00,21.103
07/19/17,05:45:00,20.960
07/19/17,06:15:00,20.865
07/19/17,06:45:00,20.770
