Date	Time	Temperature   (*C)
07/17/06	15:15:00.0	20.68
07/17/06	15:45:00.0	19.7
07/17/06	16:15:00.0	19.09
07/17/06	16:45:00.0	21.41
07/17/06	17:15:00.0	22.4
07/17/06	17:45:00.0	23.52
07/17/06	18:15:00.0	23.24
07/17/06	18:45:00.0	25.77
07/17/06	19:15:00.0	27.21
07/17/06	19:45:00.0	27.21
07/17/06	20:15:00.0	19.09
07/17/06	20:45:00.0	15.66
07/17/06	21:15:00.0	15.83
07/17/06	21:45:00.0	14.02
07/17/06	22:15:00.0	13.76
07/17/06	22:45:00.0	13.59
07/17/06	23:15:00.0	13.68
07/17/06	23:45:00.0	13.85
07/18/06	00:15:00.0	14.02
07/18/06	00:45:00.0	14.19
07/18/06	01:15:00.0	14.62
07/18/06	01:45:00.0	14.27
07/18/06	02:15:00.0	15.05
07/18/06	02:45:00.0	14.71
07/18/06	03:15:00.0	13.51
07/18/06	03:45:00.0	13.59
07/18/06	04:15:00.0	14.79
07/18/06	04:45:00.0	15.4
07/18/06	05:15:00.0	14.97
07/18/06	05:45:00.0	14.02
07/18/06	06:15:00.0	13.85
07/18/06	06:45:00.0	13.68
07/18/06	07:15:00.0	13.93
07/18/06	07:45:00.0	14.19
07/18/06	08:15:00.0	13.93
07/18/06	08:45:00.0	13.33
07/18/06	09:15:00.0	13.68
07/18/06	09:45:00.0	14.97
07/18/06	10:15:00.0	15.14
07/18/06	10:45:00.0	14.79
07/18/06	11:15:00.0	14.53
07/18/06	11:45:00.0	14.02
07/18/06	12:15:00.0	13.68
07/18/06	12:45:00.0	15.4
07/18/06	13:15:00.0	15.92
07/18/06	13:45:00.0	16.18
07/18/06	14:15:00.0	16.87
07/18/06	14:45:00.0	17.13
07/18/06	15:15:00.0	16.87
07/18/06	15:45:00.0	16.79
07/18/06	16:15:00.0	16.36
07/18/06	16:45:00.0	16.62
07/18/06	17:15:00.0	16.62
07/18/06	17:45:00.0	16.62
07/18/06	18:15:00.0	16.79
07/18/06	18:45:00.0	16.87
07/18/06	19:15:00.0	16.87
07/18/06	19:45:00.0	16.53
07/18/06	20:15:00.0	16.62
07/18/06	20:45:00.0	16.62
07/18/06	21:15:00.0	16.62
07/18/06	21:45:00.0	16.44
07/18/06	22:15:00.0	16.62
07/18/06	22:45:00.0	17.05
07/18/06	23:15:00.0	17.05
07/18/06	23:45:00.0	16.36
07/19/06	00:15:00.0	15.92
07/19/06	00:45:00.0	15.74
07/19/06	01:15:00.0	15.05
07/19/06	01:45:00.0	15.05
07/19/06	02:15:00.0	15.48
07/19/06	02:45:00.0	16.27
07/19/06	03:15:00.0	17.22
07/19/06	03:45:00.0	16.36
07/19/06	04:15:00.0	15.4
07/19/06	04:45:00.0	15.57
07/19/06	05:15:00.0	14.88
07/19/06	05:45:00.0	15.14
07/19/06	06:15:00.0	14.71
07/19/06	06:45:00.0	14.62
07/19/06	07:15:00.0	14.62
07/19/06	07:45:00.0	14.62
07/19/06	08:15:00.0	14.36
07/19/06	08:45:00.0	15.57
07/19/06	09:15:00.0	16.7
07/19/06	09:45:00.0	17.13
07/19/06	10:15:00.0	16.79
07/19/06	10:45:00.0	16.62
07/19/06	11:15:00.0	16.87
07/19/06	11:45:00.0	16.96
07/19/06	12:15:00.0	16.87
