"Plot Title: 10254742"
"#","Date","Time, GMT+00:00","Temp, °C"
3741,09/18/14,10:15:00,15.939
3742,09/18/14,10:45:00,15.819
3743,09/18/14,11:15:00,15.915
3744,09/18/14,11:45:00,15.843
3745,09/18/14,12:15:00,15.867
3746,09/18/14,12:45:00,15.748
3747,09/18/14,13:15:00,15.676
3748,09/18/14,13:45:00,15.533
3749,09/18/14,14:15:00,15.772
3750,09/18/14,14:45:00,16.225
3751,09/18/14,15:15:00,16.582
3752,09/18/14,15:45:00,16.630
3753,09/18/14,16:15:00,16.773
3754,09/18/14,16:45:00,16.796
3755,09/18/14,17:15:00,16.153
3756,09/18/14,17:45:00,16.034
3757,09/18/14,18:15:00,15.819
3758,09/18/14,18:45:00,15.867
3759,09/18/14,19:15:00,16.344
3760,09/18/14,19:45:00,16.630
3761,09/18/14,20:15:00,17.225
3762,09/18/14,20:45:00,17.320
3763,09/18/14,21:15:00,17.344
3764,09/18/14,21:45:00,17.439
3765,09/18/14,22:15:00,17.534
3766,09/18/14,22:45:00,17.677
3767,09/18/14,23:15:00,17.510
3768,09/18/14,23:45:00,17.463
3769,09/19/14,00:15:00,17.510
3770,09/19/14,00:45:00,17.296
3771,09/19/14,01:15:00,17.320
3772,09/19/14,01:45:00,17.486
3773,09/19/14,02:15:00,17.605
3774,09/19/14,02:45:00,17.439
3775,09/19/14,03:15:00,17.201
3776,09/19/14,03:45:00,17.201
3777,09/19/14,04:15:00,16.749
3778,09/19/14,04:45:00,16.796
3779,09/19/14,05:15:00,16.749
3780,09/19/14,05:45:00,16.820
3781,09/19/14,06:15:00,16.392
3782,09/19/14,06:45:00,16.677
3783,09/19/14,07:15:00,16.534
3784,09/19/14,07:45:00,16.272
3785,09/19/14,08:15:00,16.106
3786,09/19/14,08:45:00,15.939
3787,09/19/14,09:15:00,16.058
3788,09/19/14,09:45:00,16.201
3789,09/19/14,10:15:00,16.058
3790,09/19/14,10:45:00,15.891
3791,09/19/14,11:15:00,15.748
3792,09/19/14,11:45:00,15.676
3793,09/19/14,12:15:00,16.058
3794,09/19/14,12:45:00,16.201
3795,09/19/14,13:15:00,16.153
3796,09/19/14,13:45:00,16.296
3797,09/19/14,14:15:00,16.082
3798,09/19/14,14:45:00,16.939
3799,09/19/14,15:15:00,18.747
3800,09/19/14,15:45:00,18.152
3801,09/19/14,16:15:00,17.748
3802,09/19/14,16:45:00,17.034
3803,09/19/14,17:15:00,16.987
