Date	Time	Temperature   (*C)
07/31/08	12:15:00.0	19.71
07/31/08	12:45:00.0	19.62
07/31/08	13:15:00.0	19.62
07/31/08	13:45:00.0	19.53
07/31/08	14:15:00.0	19.62
07/31/08	14:45:00.0	19.62
07/31/08	15:15:00.0	19.62
07/31/08	15:45:00.0	19.62
07/31/08	16:15:00.0	19.79
07/31/08	16:45:00.0	19.97
07/31/08	17:15:00.0	27.12
07/31/08	17:45:00.0	20.7
07/31/08	18:15:00.0	20.52
07/31/08	18:45:00.0	20.42
07/31/08	19:15:00.0	20.42
07/31/08	19:45:00.0	20.42
07/31/08	20:15:00.0	20.61
07/31/08	20:45:00.0	20.7
07/31/08	21:15:00.0	20.79
07/31/08	21:45:00.0	20.88
07/31/08	22:15:00.0	20.79
07/31/08	22:45:00.0	21.16
07/31/08	23:15:00.0	21.16
07/31/08	23:45:00.0	21.16
08/01/08	00:15:00.0	21.07
08/01/08	00:45:00.0	20.88
08/01/08	01:15:00.0	20.7
08/01/08	01:45:00.0	20.7
08/01/08	02:15:00.0	20.79
08/01/08	02:45:00.0	20.97
08/01/08	03:15:00.0	20.97
08/01/08	03:45:00.0	20.97
08/01/08	04:15:00.0	20.7
08/01/08	04:45:00.0	20.52
08/01/08	05:15:00.0	20.42
08/01/08	05:45:00.0	20.33
08/01/08	06:15:00.0	20.15
08/01/08	06:45:00.0	20.06
08/01/08	07:15:00.0	19.97
08/01/08	07:45:00.0	19.88
08/01/08	08:15:00.0	19.88
08/01/08	08:45:00.0	19.79
08/01/08	09:15:00.0	19.79
08/01/08	09:45:00.0	19.71
08/01/08	10:15:00.0	19.62
08/01/08	10:45:00.0	19.62
08/01/08	11:15:00.0	19.53
08/01/08	11:45:00.0	19.53
08/01/08	12:15:00.0	19.79
08/01/08	12:45:00.0	19.88
08/01/08	13:15:00.0	19.79
08/01/08	13:45:00.0	19.71
08/01/08	14:15:00.0	19.62
08/01/08	14:45:00.0	19.53
08/01/08	15:15:00.0	19.53
08/01/08	15:45:00.0	19.18
08/01/08	16:15:00.0	18.18
08/01/08	16:45:00.0	17.57
08/01/08	17:15:00.0	17.39
08/01/08	17:45:00.0	17.48
08/01/08	18:15:00.0	17.66
08/01/08	18:45:00.0	18.63
08/01/08	19:15:00.0	14.24
08/01/08	19:45:00.0	14.15
08/01/08	20:15:00.0	13.89
08/01/08	20:45:00.0	13.63
08/01/08	21:15:00.0	13.72
08/01/08	21:45:00.0	14.06
08/01/08	22:15:00.0	14.15
08/01/08	22:45:00.0	14.24
08/01/08	23:15:00.0	14.49
08/01/08	23:45:00.0	14.49
08/02/08	00:15:00.0	14.58
08/02/08	00:45:00.0	14.58
08/02/08	01:15:00.0	14.67
08/02/08	01:45:00.0	14.76
08/02/08	02:15:00.0	14.67
08/02/08	02:45:00.0	14.76
08/02/08	03:15:00.0	14.84
08/02/08	03:45:00.0	14.93
08/02/08	04:15:00.0	14.93
08/02/08	04:45:00.0	15.11
08/02/08	05:15:00.0	15.28
08/02/08	05:45:00.0	15.19
08/02/08	06:15:00.0	15.02
08/02/08	06:45:00.0	14.93
08/02/08	07:15:00.0	14.84
08/02/08	07:45:00.0	14.84
08/02/08	08:15:00.0	15.02
08/02/08	08:45:00.0	15.11
08/02/08	09:15:00.0	15.19
08/02/08	09:45:00.0	15.37
08/02/08	10:15:00.0	15.46
08/02/08	10:45:00.0	15.54
08/02/08	11:15:00.0	15.81
08/02/08	11:45:00.0	15.98
08/02/08	12:15:00.0	16.23
08/02/08	12:45:00.0	16.15
08/02/08	13:15:00.0	16.06
08/02/08	13:45:00.0	15.81
08/02/08	14:15:00.0	15.72
08/02/08	14:45:00.0	15.63
08/02/08	15:15:00.0	15.63
08/02/08	15:45:00.0	15.63
08/02/08	16:15:00.0	15.89
08/02/08	16:45:00.0	15.89
08/02/08	17:15:00.0	15.81
08/02/08	17:45:00.0	16.06
08/02/08	18:15:00.0	16.32
08/02/08	18:45:00.0	16.5
08/02/08	19:15:00.0	16.41
08/02/08	19:45:00.0	15.89
08/02/08	20:15:00.0	15.63
08/02/08	20:45:00.0	15.89
08/02/08	21:15:00.0	16.77
08/02/08	21:45:00.0	17.21
08/02/08	22:15:00.0	17.39
08/02/08	22:45:00.0	17.3
08/02/08	23:15:00.0	16.94
08/02/08	23:45:00.0	16.68
08/03/08	00:15:00.0	16.59
08/03/08	00:45:00.0	16.77
08/03/08	01:15:00.0	16.59
08/03/08	01:45:00.0	16.23
08/03/08	02:15:00.0	15.81
08/03/08	02:45:00.0	15.63
08/03/08	03:15:00.0	15.54
08/03/08	03:45:00.0	15.54
08/03/08	04:15:00.0	15.46
08/03/08	04:45:00.0	15.54
08/03/08	05:15:00.0	15.54
08/03/08	05:45:00.0	15.63
08/03/08	06:15:00.0	15.72
08/03/08	06:45:00.0	15.54
08/03/08	07:15:00.0	14.67
08/03/08	07:45:00.0	14.32
08/03/08	08:15:00.0	14.49
08/03/08	08:45:00.0	14.84
08/03/08	09:15:00.0	14.93
08/03/08	09:45:00.0	15.02
08/03/08	10:15:00.0	15.02
08/03/08	10:45:00.0	15.19
08/03/08	11:15:00.0	15.28
08/03/08	11:45:00.0	15.63
08/03/08	12:15:00.0	15.81
08/03/08	12:45:00.0	15.89
08/03/08	13:15:00.0	15.98
08/03/08	13:45:00.0	16.32
08/03/08	14:15:00.0	16.86
08/03/08	14:45:00.0	16.94
08/03/08	15:15:00.0	17.12
08/03/08	15:45:00.0	17.03
08/03/08	16:15:00.0	16.5
08/03/08	16:45:00.0	16.06
08/03/08	17:15:00.0	16.06
08/03/08	17:45:00.0	15.98
08/03/08	18:15:00.0	15.98
08/03/08	18:45:00.0	16.23
08/03/08	19:15:00.0	16.41
08/03/08	19:45:00.0	16.41
08/03/08	20:15:00.0	16.5
08/03/08	20:45:00.0	16.77
08/03/08	21:15:00.0	17.12
08/03/08	21:45:00.0	17.21
08/03/08	22:15:00.0	17.39
08/03/08	22:45:00.0	17.39
08/03/08	23:15:00.0	17.39
08/03/08	23:45:00.0	17.48
08/04/08	00:15:00.0	17.39
08/04/08	00:45:00.0	17.39
08/04/08	01:15:00.0	17.48
08/04/08	01:45:00.0	17.48
08/04/08	02:15:00.0	17.3
08/04/08	02:45:00.0	17.48
08/04/08	03:15:00.0	17.48
08/04/08	03:45:00.0	17.57
08/04/08	04:15:00.0	17.66
08/04/08	04:45:00.0	17.74
08/04/08	05:15:00.0	17.57
08/04/08	05:45:00.0	17.57
08/04/08	06:15:00.0	17.48
08/04/08	06:45:00.0	17.48
08/04/08	07:15:00.0	17.39
08/04/08	07:45:00.0	17.12
08/04/08	08:15:00.0	16.94
08/04/08	08:45:00.0	16.59
08/04/08	09:15:00.0	16.32
08/04/08	09:45:00.0	16.23
08/04/08	10:15:00.0	16.32
08/04/08	10:45:00.0	16.5
08/04/08	11:15:00.0	16.77
08/04/08	11:45:00.0	16.94
08/04/08	12:15:00.0	17.03
08/04/08	12:45:00.0	17.12
08/04/08	13:15:00.0	17.21
08/04/08	13:45:00.0	17.12
08/04/08	14:15:00.0	17.3
08/04/08	14:45:00.0	17.57
08/04/08	15:15:00.0	17.39
08/04/08	15:45:00.0	17.12
08/04/08	16:15:00.0	17.48
08/04/08	16:45:00.0	17.57
08/04/08	17:15:00.0	17.57
08/04/08	17:45:00.0	17.57
08/04/08	18:15:00.0	17.57
08/04/08	18:45:00.0	17.66
08/04/08	19:15:00.0	17.66
