Date	Time	Temperature   (*C)
01/30/07	12:15:00.0	20.32
01/30/07	12:45:00.0	20.23
01/30/07	13:15:00.0	20.23
01/30/07	13:45:00.0	20.23
01/30/07	14:15:00.0	20.23
01/30/07	14:45:00.0	20.23
01/30/07	15:15:00.0	20.14
01/30/07	15:45:00.0	20.05
01/30/07	16:15:00.0	17.56
01/30/07	16:45:00.0	15.53
01/30/07	17:15:00.0	14.58
01/30/07	17:45:00.0	14.14
01/30/07	18:15:00.0	14.4
01/30/07	18:45:00.0	15.09
01/30/07	19:15:00.0	16.32
01/30/07	19:45:00.0	17.64
01/30/07	20:15:00.0	17.82
01/30/07	20:45:00.0	17.38
01/30/07	21:15:00.0	17.11
01/30/07	21:45:00.0	16.41
01/30/07	22:15:00.0	15.62
01/30/07	22:45:00.0	13.97
01/30/07	23:15:00.0	13.71
01/30/07	23:45:00.0	13.79
01/31/07	00:15:00.0	13.79
01/31/07	00:45:00.0	13.79
01/31/07	01:15:00.0	13.71
01/31/07	01:45:00.0	13.71
01/31/07	02:15:00.0	13.71
01/31/07	02:45:00.0	13.71
01/31/07	03:15:00.0	13.71
01/31/07	03:45:00.0	13.71
01/31/07	04:15:00.0	13.71
01/31/07	04:45:00.0	13.71
01/31/07	05:15:00.0	13.71
01/31/07	05:45:00.0	13.71
01/31/07	06:15:00.0	13.71
01/31/07	06:45:00.0	13.71
01/31/07	07:15:00.0	13.71
01/31/07	07:45:00.0	13.71
01/31/07	08:15:00.0	13.71
01/31/07	08:45:00.0	13.71
01/31/07	09:15:00.0	13.71
01/31/07	09:45:00.0	13.71
01/31/07	10:15:00.0	13.79
01/31/07	10:45:00.0	13.79
01/31/07	11:15:00.0	13.79
01/31/07	11:45:00.0	13.79
01/31/07	12:15:00.0	13.79
01/31/07	12:45:00.0	13.79
01/31/07	13:15:00.0	13.79
01/31/07	13:45:00.0	13.79
01/31/07	14:15:00.0	13.79
01/31/07	14:45:00.0	13.79
01/31/07	15:15:00.0	13.79
01/31/07	15:45:00.0	13.79
01/31/07	16:15:00.0	13.79
01/31/07	16:45:00.0	13.79
01/31/07	17:15:00.0	13.79
01/31/07	17:45:00.0	13.79
01/31/07	18:15:00.0	13.79
01/31/07	18:45:00.0	13.79
01/31/07	19:15:00.0	13.79
01/31/07	19:45:00.0	13.79
01/31/07	20:15:00.0	13.79
01/31/07	20:45:00.0	13.79
01/31/07	21:15:00.0	13.79
01/31/07	21:45:00.0	13.79
01/31/07	22:15:00.0	13.79
01/31/07	22:45:00.0	13.79
01/31/07	23:15:00.0	13.79
01/31/07	23:45:00.0	13.71
02/01/07	00:15:00.0	13.71
02/01/07	00:45:00.0	13.71
02/01/07	01:15:00.0	13.71
02/01/07	01:45:00.0	13.71
02/01/07	02:15:00.0	13.79
02/01/07	02:45:00.0	13.71
02/01/07	03:15:00.0	13.79
02/01/07	03:45:00.0	13.79
02/01/07	04:15:00.0	13.79
02/01/07	04:45:00.0	13.79
02/01/07	05:15:00.0	13.79
02/01/07	05:45:00.0	13.79
02/01/07	06:15:00.0	13.79
02/01/07	06:45:00.0	13.79
02/01/07	07:15:00.0	13.79
02/01/07	07:45:00.0	13.79
02/01/07	08:15:00.0	13.79
02/01/07	08:45:00.0	13.79
02/01/07	09:15:00.0	13.79
02/01/07	09:45:00.0	13.79
02/01/07	10:15:00.0	13.79
02/01/07	10:45:00.0	13.79
02/01/07	11:15:00.0	13.71
02/01/07	11:45:00.0	13.71
02/01/07	12:15:00.0	13.71
02/01/07	12:45:00.0	13.62
02/01/07	13:15:00.0	13.62
02/01/07	13:45:00.0	13.62
02/01/07	14:15:00.0	13.62
02/01/07	14:45:00.0	13.62
02/01/07	15:15:00.0	13.62
02/01/07	15:45:00.0	13.62
02/01/07	16:15:00.0	13.54
02/01/07	16:45:00.0	13.62
02/01/07	17:15:00.0	13.54
02/01/07	17:45:00.0	13.62
02/01/07	18:15:00.0	13.62
02/01/07	18:45:00.0	13.62
02/01/07	19:15:00.0	13.62
02/01/07	19:45:00.0	13.62
02/01/07	20:15:00.0	13.62
02/01/07	20:45:00.0	13.62
02/01/07	21:15:00.0	13.62
02/01/07	21:45:00.0	13.62
02/01/07	22:15:00.0	13.71
02/01/07	22:45:00.0	13.71
02/01/07	23:15:00.0	13.71
02/01/07	23:45:00.0	13.71
02/02/07	00:15:00.0	13.71
02/02/07	00:45:00.0	13.71
02/02/07	01:15:00.0	13.71
02/02/07	01:45:00.0	13.71
02/02/07	02:15:00.0	13.71
02/02/07	02:45:00.0	13.71
02/02/07	03:15:00.0	13.71
02/02/07	03:45:00.0	13.71
02/02/07	04:15:00.0	13.62
02/02/07	04:45:00.0	13.62
02/02/07	05:15:00.0	13.62
02/02/07	05:45:00.0	13.62
02/02/07	06:15:00.0	13.62
02/02/07	06:45:00.0	13.62
02/02/07	07:15:00.0	13.62
02/02/07	07:45:00.0	13.62
02/02/07	08:15:00.0	13.62
02/02/07	08:45:00.0	13.62
02/02/07	09:15:00.0	13.62
02/02/07	09:45:00.0	13.62
02/02/07	10:15:00.0	13.62
02/02/07	10:45:00.0	13.62
02/02/07	11:15:00.0	13.62
02/02/07	11:45:00.0	13.62
02/02/07	12:15:00.0	13.62
02/02/07	12:45:00.0	13.62
02/02/07	13:15:00.0	13.62
02/02/07	13:45:00.0	13.62
02/02/07	14:15:00.0	13.62
02/02/07	14:45:00.0	13.62
02/02/07	15:15:00.0	13.62
02/02/07	15:45:00.0	13.62
02/02/07	16:15:00.0	13.62
02/02/07	16:45:00.0	13.62
02/02/07	17:15:00.0	13.62
02/02/07	17:45:00.0	13.62
02/02/07	18:15:00.0	13.71
02/02/07	18:45:00.0	13.71
02/02/07	19:15:00.0	13.71
02/02/07	19:45:00.0	13.71
02/02/07	20:15:00.0	13.71
02/02/07	20:45:00.0	13.79
02/02/07	21:15:00.0	13.88
02/02/07	21:45:00.0	14.06
02/02/07	22:15:00.0	14.14
02/02/07	22:45:00.0	14.14
02/02/07	23:15:00.0	14.23
02/02/07	23:45:00.0	14.14
02/03/07	00:15:00.0	14.06
02/03/07	00:45:00.0	14.06
02/03/07	01:15:00.0	14.06
02/03/07	01:45:00.0	13.97
02/03/07	02:15:00.0	13.88
02/03/07	02:45:00.0	13.88
